City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
254,Broken Hill,AU,-31.95,141.4333,58.71,29,97,10.36
255,Kayerkan,RU,69.3497,87.7602,10.18,96,100,1.52
256,Wabag,PG,-5.4781,143.7021,66.09,70,70,2.53
257,Kajaani,FI,64.2273,27.7285,44.65,87,90,10.36
258,Dunedin,NZ,-45.8742,170.5036,59.81,90,62,11.01
259,Skibbereen,IE,51.55,-9.2667,51.6,95,100,24.11
260,Lebu,CL,-37.6167,-73.65,53.06,82,100,13.6
261,Acarau,BR,-2.8856,-40.12,80.2,76,41,11.43
262,Juegang,CN,32.3174,121.1855,59.92,84,20,0.49
263,Sibu,MY,2.3,111.8167,77.31,94,40,9.22
264,Sharkan,RU,57.2989,53.8712,43.16,99,100,6.15
265,Batticaloa,LK,7.7102,81.6924,77.85,89,94,9.26
266,Tiznit,MA,29.5833,-9.5,64.72,52,0,0.96
267,Grand Gaube,MU,-20.0064,57.6608,70.38,85,4,6.96
268,Balkhash,KZ,46.844,74.9804,39.09,48,60,9.06
269,Klaksvik,FO,62.2266,-6.589,47.32,92,100,13.82
270,Freeport,US,40.6576,-73.5832,61.29,80,20,1.99
271,Tabou,CI,4.423,-7.3528,77.27,88,100,5.32
272,Sungaipenuh,ID,-2.0833,101.3833,66.0,96,100,1.14
273,Ribeira Grande,PT,38.5167,-28.7,71.04,89,100,16.62
274,Kahului,US,20.8947,-156.47,85.26,61,1,10.36
275,Camopi,GF,3.1655,-52.3158,74.75,94,79,4.45
276,Saskylakh,RU,71.9167,114.0833,12.45,92,100,12.35
277,Aksu,CN,41.1231,80.2644,43.09,56,4,2.19
278,Storsteinnes,NO,69.2408,19.2344,36.37,94,100,3.76
279,Haldia,IN,22.0605,88.1097,72.27,76,96,6.08
280,Deputatskiy,RU,69.3,139.9,-7.78,98,98,5.08
281,Glendive,US,47.1053,-104.7125,41.7,49,90,19.57
282,Maldonado,UY,-34.6667,-54.9167,74.59,90,38,8.03
283,Fenoarivo,MG,-18.933,47.4354,60.87,94,20,3.44
284,Shaoguan,CN,24.8,113.5833,63.48,87,85,1.66
285,Tessalit,ML,20.1986,1.0114,83.3,14,83,7.25
286,Vetluga,RU,57.8557,45.781,44.26,93,100,5.21
287,Kolondieba,ML,11.0882,-6.8926,74.07,80,60,2.39
288,Rio Grande,BR,-32.035,-52.0986,71.94,85,46,18.61
289,Kijang,KR,35.2442,129.2139,47.93,57,0,4.79
290,Raudeberg,NO,61.9875,5.1352,54.27,72,100,1.99
291,Saldanha,ZA,-33.0117,17.9442,59.05,84,27,8.88
292,Doctor Juan Manuel Frutos,PY,-25.3667,-55.8,68.58,97,100,4.12
293,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.35,50,65,2.39
294,Araouane,ML,18.9048,-3.5265,84.88,22,81,10.65
295,Gunjur,GM,13.2019,-16.7339,75.27,100,0,0.0
296,Baiyin,CN,36.5583,104.2081,31.08,41,67,0.69
297,Yerofey Pavlovich,RU,53.9667,121.9667,18.99,63,26,1.57
298,Loreto,MX,22.2667,-101.9667,73.65,19,3,2.04
299,Cootamundra,AU,-34.65,148.0333,60.94,46,0,5.39
300,Tanete,ID,-3.9443,119.7848,75.83,95,100,2.15
301,Biloela,AU,-24.4167,150.5,82.17,24,77,15.26
302,Corinto,GR,37.9407,22.9573,61.68,76,68,4.07
303,Shingu,JP,33.7333,135.9833,63.01,77,89,5.5
304,High Level,CA,58.5169,-117.136,41.11,45,1,5.75
305,Ostrovnoy,RU,68.0531,39.5131,34.5,96,100,6.64
306,Santiago Del Estero,AR,-27.7951,-64.2615,91.04,35,16,8.52
307,Ahipara,NZ,-35.1667,173.1667,62.62,78,100,7.58
308,Carnarvon,AU,-24.8667,113.6333,66.27,68,0,13.8
309,Souillac,MU,-20.5167,57.5167,70.36,94,20,3.44
310,Chapais,CA,49.7834,-74.8492,47.98,69,96,6.91
311,Khasan,RU,42.4308,130.6434,49.26,69,37,5.26
312,Rongcheng,CN,30.634,117.8517,56.37,76,76,3.6
313,Zaraza,VE,9.3503,-65.3245,75.22,92,100,4.27
314,Palaikastron,GR,35.2,26.25,62.74,70,94,4.36
315,Birao,CF,10.2849,22.7882,76.26,30,99,2.01
316,Codrington,AU,-38.2667,141.9667,55.06,73,2,7.11
317,Omsukchan,RU,62.5333,155.8,0.79,95,100,5.41
318,Nabire,ID,-3.3667,135.4833,80.15,82,78,2.53
319,Kamenka,RU,51.3223,42.7678,40.35,78,6,6.55
320,Komsomolskiy,UZ,40.4272,71.7189,44.02,65,100,6.91
321,Rusape,ZW,-18.5278,32.1284,66.51,49,89,3.96
322,Svetlogorsk,BY,52.6333,29.7333,42.35,82,25,9.53
323,Port Elizabeth,ZA,-33.918,25.5701,61.09,94,90,3.44
324,Dingle,PH,10.9995,122.6711,77.36,88,95,7.96
325,Bolobo,CD,-2.1667,16.2333,72.0,94,87,2.37
326,Nong Kung Si,TH,16.65,103.3,75.81,99,40,5.32
327,Urumqi,CN,43.801,87.6005,41.95,65,0,6.71
328,Ust-Tsilma,RU,65.441,52.1498,22.82,96,100,5.61
329,Henties Bay,NA,-22.116,14.2845,56.86,91,0,4.76
330,Ambilobe,MG,-13.2,49.05,74.43,83,85,1.99
331,Buala,SB,-8.145,159.5921,84.49,72,91,10.0
